fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
4.6;0.12;0.0;0.9;0.012;1.0;6.0;0.9900700000000001;2.74;0.33;8.4;3.0
15.9;1.58;1.0;15.5;0.611;72.0;289.0;1.00369;4.01;2.0;14.9;8.0
0.24778761061946908;0.3972602739726027;0.0;0.0684931506849315;0.10684474123539232;0.14084507042253522;0.0989399293286219;0.5675477239353881;0.6062992125984251;0.13772455089820362;0.15384615384615385;5.0
0.2831858407079646;0.5205479452054794;0.0;0.11643835616438358;0.14357262103505844;0.3380281690140845;0.21554770318021202;0.4941262848751817;0.3622047244094489;0.20958083832335334;0.21538461538461545;5.0
0.2831858407079646;0.4383561643835617;0.04;0.0958904109589041;0.13355592654424042;0.19718309859154928;0.1696113074204947;0.5088105726872213;0.4094488188976376;0.19161676646706588;0.21538461538461545;5.0
0.5840707964601769;0.10958904109589043;0.56;0.0684931506849315;0.10517529215358933;0.22535211267605634;0.19081272084805653;0.5822320117474278;0.3307086614173229;0.1497005988023952;0.21538461538461545;6.0
0.24778761061946908;0.3972602739726027;0.0;0.0684931506849315;0.10684474123539232;0.14084507042253522;0.0989399293286219;0.5675477239353881;0.6062992125984251;0.13772455089820362;0.15384615384615385;5.0
0.24778761061946908;0.36986301369863017;0.0;0.06164383561643836;0.10517529215358933;0.16901408450704225;0.12014134275618374;0.5675477239353881;0.6062992125984251;0.13772455089820362;0.15384615384615385;5.0
0.29203539823008856;0.3287671232876712;0.06;0.04794520547945206;0.09515859766277131;0.19718309859154928;0.1872791519434629;0.4647577092510942;0.4409448818897636;0.07784431137724551;0.15384615384615385;5.0
0.23893805309734514;0.363013698630137;0.0;0.020547945205479447;0.08848080133555927;0.19718309859154928;0.053003533568904596;0.3325991189427292;0.5118110236220473;0.0838323353293413;0.2461538461538461;7.0
0.2831858407079646;0.3150684931506849;0.02;0.07534246575342467;0.1018363939899833;0.11267605633802817;0.04240282685512368;0.4941262848751817;0.48818897637795267;0.14371257485029937;0.16923076923076918;7.0
